NO_MUNICIPIO,CO_MUNICIPIO,SG_UF,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Vitória do Xingu,1508357,PA,0.261157236278689,0.236496185469486,0.246775793650794,0.286195243093781,0.25068360723657,0.233742800359836,0.253791760606682,0.370233628887123,0.322855002268722,0.493699689052919,0.568903305529812,0.576726470883031,0.621853388658368,0.597950116126426,0.540934649842611,0.659810126582278
Brasil Novo,1501725,PA,0.243363888777419,0.193176081868661,0.267280121312379,0.283635540880214,0.285728495984953,0.265454300532094,0.308483754512635,0.311803798872764,0.366892211430027,0.299250796417935,0.30207544311468,0.360109031523495,0.381812716460825,0.584206177477649,0.615990818668707,0.698495716278143
Nova Ipixuna,1504976,PA,0.188147167243386,0.218185550082102,0.23093346860193,0.226986730281795,0.236882772830966,0.291176256393307,0.35999936697843,0.402066202825216,0.386428038777032,0.408111359617605,0.363606662116834,0.30619313161402,0.247505295976897,0.359151067563615,0.239043473544328,0.39154591243704
Uruará,1508159,PA,0.350547859476431,0.324653761025941,0.323797059639083,0.305663345300272,0.325653843584121,0.315159960812135,0.375503720395069,0.454226693723952,0.483267120906112,0.469179681149017,0.412828240882313,0.479640276283184,0.439977564085763,0.60464574737961,0.538540772532189,0.87778729843761
Tucuruí,1508100,PA,0.279785977012485,0.27183313698546,0.268662510448494,0.265592154654655,0.268270944741533,0.30029033211233,0.31572970868043,0.35571936847617,0.385557579784384,0.395354046341687,0.336589035861433,0.331305921234837,0.352888687330104,0.400212779117956,0.533198734131286,0.532349396897894
Abel Figueiredo,1500131,PA,0.211602623987517,0.151967660956881,0.22640306122449,0.249471754125557,0.208439798683701,0.255112781954887,0.308365654531039,0.33285754268122,0.266252797228037,0.396794150731159,0.349431818181818,0.306308506308506,0.351225704630059,0.352046160674656,0.387640449438202,0.447196870925684
Bom Jesus do Tocantins,1501576,PA,0.243782474436493,0.239147110255544,0.292117734011565,0.337530831205694,0.313255687925873,0.213539815520014,0.242106667174787,0.398321529057922,0.383863386338634,0.529949714060343,0.321972485952335,0.596926127912742,0.677734215470065,0.29328615529038,0.674088573525814,0.579624388988937
Dom Eliseu,1502939,PA,0.221891152211477,0.269775431021641,0.320323927812586,0.330428002644444,0.357315861058161,0.348318378066596,0.356863586260315,0.409377360125791,0.393244309068144,0.446967863239784,0.404867798276022,0.333537029799191,0.327330067556751,0.378432967528978,0.475725065495738,0.422827921152147
Rondon do Pará,1506187,PA,0.243025040215768,0.317666656823248,0.294363473583643,0.317786326925864,0.317484159033455,0.322311919713663,0.383296509852526,0.353458724636165,0.403400560055057,0.488904402151085,0.429908543598448,0.413879690949227,0.469301767676768,0.414410115402671,0.431231799825039,0.442489024450771
Ulianópolis,1508126,PA,0.202853104690676,0.176495247939817,0.204150493729085,0.223877891304862,0.257379159196351,0.280025856496445,0.282671174978867,0.309896523992494,0.281315844726157,0.271551975516934,0.288196311431337,0.290454222331888,0.318480484051284,0.358423127301485,0.391747110808974,0.593264219877228
Ourilândia do Norte,1505437,PA,0.185230218772268,0.300477375245262,0.304028291345567,0.303248848215519,0.303897233367645,0.265140503875969,0.342580291883913,0.260984759337313,0.364036325883966,0.391554738766659,0.39866713456677,0.473036549124629,0.42554555486179,0.514372469635628,0.639671509791535,0.846619287032015
Bannach,1501253,PA,0.308934099955772,0.389575033200531,0.468277420476273,0.40455262564796,0.389855072463768,0.350554134697357,0.232014970198217,0.230150753768844,0.256598847390709,0.318488853290615,0.358706660037931,0.36551776038531,0.419277108433735,0.620689655172414,0.584243369734789,0.565580618212197
Conceição do Araguaia,1502707,PA,0.268556880603735,0.256311530890998,0.286693097829187,0.331669189566837,0.352298405504073,0.367191590617901,0.474364826673827,0.518358404784426,0.474518324093354,0.547831773634957,0.437874004003284,0.532215920102155,0.467912621359223,0.612247851650837,0.668962653870835,0.786527356561623
São Félix do Xingu,1507300,PA,0.335663828840181,0.339139052905827,0.310892614525211,0.368024044111001,0.342983935936542,0.379754781114297,0.418464056582528,0.48753827569139,0.441019386603569,0.480134603488804,0.500242804457102,0.550134996382534,0.548856904788847,0.509288928764704,0.57981025663446,0.69244996385651
Tucumã,1508084,PA,0.148340183837242,0.206990645537584,0.236663134357224,0.281879550568608,0.277232356288171,0.286475075062496,0.311720439530981,0.360995647911395,0.339370854622507,0.429068604830026,0.40972320471162,0.546579655730703,0.429529453702879,0.752788250161953,0.806274403277638,0.810068722022571
Curionópolis,1502772,PA,0.262302496102846,0.234103216293848,0.252242239762149,0.173331466333718,0.221041470188255,0.245869915639089,0.454667243275766,0.416915470418229,0.461471189096913,0.487179487179487,0.442172355216764,0.461870620824507,0.548029200099264,0.536396479782636,0.450821622017274,0.466381088370617
Eldorado do Carajás,1502954,PA,0.262535568067231,0.223149340199549,0.255237141885803,0.239181942885647,0.312284156079571,0.304580720407025,0.414912715699875,0.401228674711975,0.366340849704829,0.418846992432987,0.45209258483452,0.510445341145689,0.521885637347445,0.526608699221476,0.698626091422702,0.749793046357616
Brejo Grande do Araguaia,1501758,PA,0.274429448563485,0.360077459148667,0.378817384648288,0.332055725903213,0.332671300893744,0.258532720370564,0.304675118858954,0.397339965853761,0.423337627388428,0.480181356460075,0.465599897998215,0.437911025145068,0.427849284227518,0.423375506416495,0.693176293808282,0.640500568828214
São Domingos do Araguaia,1507151,PA,0.244836670179136,0.290123456790123,0.35854255923232,0.413324699721068,0.372969259831702,0.402945229538761,0.44802807486631,0.569214146923767,0.666222606609288,0.558028385772914,0.601964709614606,0.642497381937865,0.494126307713044,0.601759453781513,0.672642182336929,0.875849009747315
Palestina do Pará,1505494,PA,0.176282051282051,0.254149298976885,0.332421904262492,0.338196977592496,0.328718798439254,0.29532627035175,0.413722886232846,0.462409420289855,0.497482837528604,0.464871687000421,0.432378287277006,0.465896020243846,0.47804928556637,0.556237016519933,0.880986418870622,0.866896551724138
São João do Araguaia,1507508,PA,0.246337751284165,0.263899010931806,0.245665982575497,0.329055983245114,0.324013120430059,0.378590956887487,0.396235679214403,0.41605369723193,0.498977571841893,0.467641864845773,0.517063492063492,0.46789860222696,0.488216845878136,0.521561904761905,0.636633957775795,0.738674153628087
Pau D'Arco,1505551,PA,0.173813093453273,0.312607944732297,0.331291556246727,0.335173609526851,0.288685236961099,0.426247007828168,0.417125550660793,0.367556593549175,0.334753603428126,0.502816428544783,0.515593220338983,0.483240693953175,0.495826259196378,0.552684634974533,0.530367988567345,0.804406130268199
Rio Maria,1506161,PA,0.193797705562411,0.166688471584299,0.259384760708096,0.263035338291274,0.264712454970994,0.337283032749591,0.376107186904361,0.360886843756536,0.357008705643201,0.44573488185823,0.440042337389397,0.433993399339934,0.294166475110464,0.441924705570994,0.593714089700712,0.451577905365274
Piçarra,1505635,PA,0.176631918590221,0.231990854412625,0.295661889725528,0.292617715702573,0.311328537912187,0.301142675043249,0.362680661137501,0.429191877756128,0.371902498729167,0.37598269344425,0.45659090563108,0.408961651795833,0.450409415233933,0.679616306954436,0.62260177819373,0.61618444846293
Xinguara,1508407,PA,0.325731365827844,0.296561239381329,0.276986238179442,0.316317667685172,0.374325959559401,0.409339050099363,0.444749829044421,0.487577606974271,0.447208021134825,0.536184312606674,0.443144343583212,0.498968272049165,0.460443516016815,0.531735831873557,0.55653723940169,0.526855161601052
Sapucaia,1507755,PA,0.158813386000441,0.28600782778865,0.289905848663658,0.28597228318806,0.252724265421288,0.264312617702448,0.300820577416322,0.336542000736153,0.293999007074594,0.281129667056696,0.27165205995577,0.299994455840772,0.288332635106829,0.244637385086823,0.20806890299184,0.0718353560347198
Floresta do Araguaia,1503044,PA,0.266745515184461,0.285843968711404,0.270488942955395,0.25448840425076,0.325810784878142,0.391990687008447,0.424242424242424,0.428327256153145,0.419670393215112,0.420092289944241,0.393804488963087,0.300024541215608,0.481566401816118,0.517135155949172,0.368296868296868,0.521746582679865
Santa Maria das Barreiras,1506583,PA,0.289796519579993,0.266689336333447,0.315731707317073,0.268772448554363,0.261164116619829,0.31202293533982,0.363520755745299,0.423299751921099,0.38736703873933,0.577646367968949,0.533177832780971,0.555704650712311,0.561136215557284,0.360002534643427,0.630601206573747,0.806422018348624
Calçoene,1600204,AP,0.268888122800015,0.230963154492566,0.225247758376593,0.213696930304015,0.301129969529651,0.249385749385749,0.232008667773371,0.238155136268344,0.287016687016687,0.359318505903264,0.436406995230525,0.382121424674616,0.471695311629979,0.417202675196278,0.515853621284785,0.527079230419633
Oiapoque,1600501,AP,0.283860395724802,0.309187979768569,0.320239516187108,0.356287569292563,0.327242690339262,0.378460436288363,0.381484044227028,0.370860263647061,0.417515504366536,0.414453931581003,0.432028171356503,0.42123311518489,0.377957098009246,0.348555739346679,0.551484704095021,0.455560959792477
Amapá,1600105,AP,0.199589497836946,0.262662999469466,0.295896834701055,0.343730024913808,0.3602460509677,0.349528586810936,0.473245126163574,0.447764327198936,0.488733015519667,0.420404638539354,0.298671744380457,0.310806475387804,0.408470444850701,0.481111369516556,0.687326266508838,0.877880976952184
Pracuúba,1600550,AP,0.375456456788757,0.247336377473364,0.273584905660377,0.286258447675609,0.299051147072204,0.264737970730973,0.307296908698778,0.234268258816995,0.343103810223575,0.373188794676398,0.417170341363752,0.439535051620822,0.513098013098013,0.563936781609195,0.655396618985696,0.689900426742532
Tartarugalzinho,1600709,AP,0.319210118630759,0.309123428107829,0.306159992118813,0.287720150077246,0.380231334490605,0.449994359559294,0.479835590761014,0.434238334321082,0.398945881157626,0.43251748995258,0.444604029392712,0.399779735682819,0.412251299756841,0.548113634892901,0.569844720496894,0.700498497177626
Serra do Navio,1600055,AP,0.160714285714286,0.18873497949468,0.230300343566441,0.21793063106462,0.14428329553078,0.154579509271399,0.160073643672725,0.173840594258181,0.21572138154095,0.1542194092827,0.189572129997662,0.146461732151288,0.220634920634921,0.33830517233954,0.52371489136195,0.581962563811685
Pedra Branca do Amapari,1600154,AP,0.245832463449044,0.240299739632946,0.232155387258342,0.260326140025388,0.302320075757576,0.280923154005136,0.234725933783481,0.307001821707704,0.291650677046215,0.297560403471734,0.346249036175111,0.412727177224498,0.297234119782214,0.355183078918487,0.416031697653155,0.495168117562495
Cutias,1600212,AP,0.271490414347557,0.295114391745851,0.356687116564417,0.409387222946545,0.34293314827666,0.37933561309233,0.295009004373553,0.269032655576094,0.249766872595874,0.310869565217391,0.278983382209189,0.167397064818589,0.256067236920629,0.26384778012685,0.410246913580247,0.42412955465587
Ferreira Gomes,1600238,AP,0.288335269799238,0.288414767348722,0.376805314846909,0.482314530232943,0.419357959010942,0.329378799894264,0.284005812596788,0.291761953347641,0.284706814580032,0.301338713262323,0.345199794843102,0.336015006252605,0.453651724619467,0.366759221660063,0.596061734965407,0.563297350343474
Itaubal,1600253,AP,0.278899275486991,0.325173168064163,0.249828699195788,0.306682497742399,0.336108341641741,0.376487386958591,0.286027568922306,0.34352773826458,0.346361848574238,0.354874134144281,0.403259750145525,0.405548986627142,0.401372336583604,0.361282947821409,0.410324171952079,0.483225108225108
Macapá,1600303,AP,0.238394557113874,0.227820144655689,0.214692833969513,0.218628904086266,0.255235015737121,0.257330355947335,0.313711738392542,0.333499702659137,0.346153178068769,0.366702597726822,0.380370714200449,0.384064654438046,0.435126124593485,0.452379030172785,0.557387271688807,0.586507999271139
Porto Grande,1600535,AP,0.178499197431782,0.216196727373579,0.170057399846145,0.176022591134691,0.177699157197624,0.176086147924736,0.230633575538507,0.259321623258631,0.250188271110399,0.237527729494579,0.273161667894539,0.251113826255446,0.417221270630826,0.338997529746381,0.332048752302979,0.476231193261411
Santana,1600600,AP,0.247527845183232,0.232052445618283,0.210701764943934,0.206211183188205,0.252590685894875,0.246898878794324,0.242508125599624,0.25736306322267,0.261869831468465,0.312337635298531,0.361034891093112,0.3451480445629,0.404412371325148,0.416045345004968,0.429206708429685,0.451120674873085
Laranjal do Jari,1600279,AP,0.216632618156849,0.233946971632546,0.270638063236006,0.278212904203775,0.372185261360766,0.373157248157248,0.357594473144151,0.301971200894729,0.434278195852206,0.508876219765563,0.44376114666778,0.46241288716652,0.425511966687684,0.556427586114757,0.772791386669787,0.715339162248813
Vitória do Jari,1600808,AP,0.239717992819041,0.194107481702358,0.160921867393411,0.185808433990252,0.249674562168691,0.331056634691377,0.408012095370693,0.413786216396821,0.318288674377965,0.356979874146568,0.440682442425523,0.352594169503156,0.372310095293402,0.413749290518357,0.418704136892364,0.433624917648781
Mazagão,1600402,AP,0.3976998086297,0.365431948598331,0.354215811175496,0.380019736577114,0.418019267729071,0.416116775465516,0.425733634791634,0.395999311937991,0.438855229591837,0.440522596341892,0.420819490586932,0.494877605259477,0.589351696338596,0.588816476725143,0.740470800749989,0.74590980224783
Ananás,1701002,TO,0.214272705870856,0.234472567805901,0.228080350367496,0.266468081897364,0.186903820816864,0.178811503811504,0.197006957306729,0.298287832268415,0.343092339232668,0.269917340020433,0.30048309178744,0.375950497183142,0.50404984423676,0.578595317725752,0.780292179891149,0.842675331708638
Angico,1701051,TO,0.277412003038744,0.223196605374823,0.204379562043796,0.218022440392707,0.16436370365801,0.187017846862406,0.255240360115509,0.201380641330166,0.157100963552576,0.0733768870187871,0.206782464846981,0.243563474387528,0.46630374862183,0.56241134751773,0.536511156186613,0.418739599778129
Araguatins,1702208,TO,0.312581169546508,0.316872756810687,0.327002172815662,0.323044000513126,0.399017290221745,0.439931784026721,0.438772366557097,0.419860054475439,0.404750025624183,0.431701571765881,0.501581972893448,0.514357569667304,0.526295525494277,0.574826062044692,0.623295607686863,0.694364222195848
Augustinópolis,1702554,TO,0.245444307944308,0.21560289378318,0.28099871261636,0.284971765470241,0.280745780924303,0.363095238095238,0.397390199256784,0.401966742168941,0.376080518167152,0.347207113265507,0.371884841705658,0.349072247897717,0.290815830107663,0.324337288563494,0.474658687943262,0.490839771751755
