NO_MUNICIPIO,CO_MUNICIPIO,SG_UF,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Afuá,1500305,PA,0.523906683908168,0.454827324135367,0.418839963619108,0.404696283477141,0.415634563796426,0.48347009576507,0.583830935604247,0.591338582677165,0.731897523698167,0.771360653379939,0.69504216713519,0.723591496952579,0.756723680087087,0.803524885193,0.897234702271721,0.908826136507535
Anajás,1500701,PA,0.314188440416677,0.319000379465496,0.336667183387732,0.33869531289305,0.371373992740005,0.397898052020391,0.391461916461916,0.456357455313567,0.478203734795983,0.506325522571917,0.531853852803901,0.512859769198396,0.533137906626043,0.613897791177852,0.621469935970306,0.580554156171285
Breves,1501808,PA,0.327614805650067,0.316450616042988,0.317866036207332,0.344868072066341,0.365030059343963,0.368120618412717,0.391166045671213,0.452759847732539,0.476064495062675,0.487864087961929,0.508219624497665,0.510463156987401,0.517042936027948,0.615932895702004,0.694999590745389,0.695445226684487
Curralinho,1502806,PA,0.28920548771295,0.298079289858039,0.28637603652943,0.335570659602749,0.37088117183302,0.401986500700131,0.400261491879989,0.408378297015029,0.43726243734352,0.525025815778604,0.465456476608893,0.461524643975529,0.380669887570028,0.496631297062049,0.75711714890614,0.731966737574937
São Sebastião da Boa Vista,1507706,PA,0.37400374871129,0.379760173577799,0.351757655007083,0.382235857800487,0.368109454312401,0.357271587657611,0.375651062053129,0.434707957869332,0.372912095794512,0.389791199075019,0.441960126700205,0.381483819619805,0.439721526740845,0.515360045818006,0.542064829390506,0.526268277177368
Cachoeira do Arari,1502004,PA,0.246503758028,0.341176523205317,0.284073995890305,0.323653108875501,0.304249448045963,0.34434941588423,0.403557891544954,0.432694703437062,0.432290381683094,0.494422798306444,0.320035487209818,0.44159646531188,0.510701899547559,0.55638665764002,0.670217622888449,0.609903381642512
Chaves,1502509,PA,0.355020544099633,0.312644215467855,0.402976864585019,0.446482209970606,0.47447102880241,0.488579601422229,0.517298593248865,0.504648471550092,0.539856191625614,0.645747245950718,0.709265687583445,0.696008083411434,0.646252771618625,0.815522875816993,0.797720797720798,0.848498233215548
Muaná,1504901,PA,0.272387696180843,0.305842088417459,0.3378758921625,0.437659549955432,0.475581362298244,0.48692971998488,0.519715821523888,0.574853285454165,0.610166443125193,0.662212198470288,0.681026321936586,0.574297364205621,0.482583979328165,0.650858366878111,0.762384010745263,0.777657968514125
Ponta de Pedras,1505700,PA,0.321011173389368,0.258735426323922,0.30996427063938,0.313282433850099,0.325132281466229,0.367576484117764,0.415550604988424,0.376320888131229,0.436958847218726,0.494569849896324,0.402667504426801,0.538896944134849,0.584113038186521,0.647406688585374,0.749599939164303,NA
Salvaterra,1506302,PA,0.211711225775186,0.232281290293134,0.272997499830657,0.27246675738055,0.336715342762834,0.343978978875187,0.373876909254268,0.374256372687474,0.373962912854817,0.472623966942149,0.509487122639766,0.593181691268172,0.599409697821504,0.715880565464394,0.820125786163522,0.782765604384639
Santa Cruz do Arari,1506401,PA,0.320762654566762,0.279990286546867,0.375909430883253,0.412903891281364,0.448139197680039,0.423276676109537,0.372494172494172,0.429786594529606,0.658310857263737,0.664380429812529,0.270870602265951,0.461431226765799,0.42359437751004,0.640503875968992,NA,NA
Soure,1507904,PA,0.256131056807246,0.289271267385683,0.272504328369003,0.308892987595385,0.352410535008405,0.364151853382941,0.389159611283505,0.464924363323038,0.462151839182196,0.56962452728255,0.434172266855722,0.484065978060693,0.618115604951021,0.651040880247473,0.691311597544968,0.670023785678518
Ananindeua,1500800,PA,0.239986537666841,0.249540727649147,0.254811929985116,0.273471828133621,0.306187664969777,0.318641064628466,0.371048593142506,0.40383356251279,0.423223470636986,0.49177758384113,0.409847770263604,0.421291160645329,0.42918843119612,0.434678274523561,0.462284920828213,0.570173321484139
Marituba,1504422,PA,0.160707513611183,0.217803128244662,0.249792705952126,0.258213847690576,0.293210472810443,0.338846590854579,0.35688762713077,0.420948458256267,0.347128112331739,0.39900926439748,0.309883295869945,0.380410617566035,0.376685248968601,0.373826702403299,0.482527588843345,0.730598985829588
Belém,1501402,PA,0.269607049054844,0.283073741384765,0.295726054786243,0.308098400875184,0.334460661933836,0.37487195065246,0.412421899700688,0.468618808175725,0.482977171038203,0.535891965751364,0.477115231634173,0.484233611864959,0.483362277253189,0.513944867717798,0.607377271974011,0.694283966113772
Barcarena,1501303,PA,0.204770875344988,0.222742151849053,0.265543581532417,0.280579940491914,0.291405947619662,0.320485149857752,0.344736908523416,0.365091740492304,0.400930732138229,0.375445334941617,0.363573285418803,0.34781766072353,0.366494247066645,0.436857033285761,0.549455786116436,0.58831642259468
Benevides,1501501,PA,0.168723544796664,0.198978828300064,0.203009174162031,0.237727218990391,0.224862302927592,0.266610986138187,0.308157733237929,0.396577825762375,0.416612540374917,0.484831124121351,0.388329925017042,0.441331681271765,0.425510645196153,0.517923016740204,0.547353024547877,0.469568243454052
Santa Bárbara do Pará,1506351,PA,0.219957056638812,0.193867822520074,0.242747164962375,0.228184553660983,0.267948881633745,0.360889592654905,0.367978284278536,0.401976116869734,0.405200266680343,0.413878459185092,0.37165331294886,0.334535259110485,0.421551531410686,0.433744441391662,0.495436081896139,0.509828199969045
Bujaru,1501907,PA,0.268433525743804,0.304112600298732,0.31315258921114,0.330615476801917,0.36237630755621,0.365723226593987,0.404479195430697,0.388452318448104,0.416011644832606,0.500979941815955,0.518092170075265,0.546751732180833,0.613833396155296,0.588533386327504,0.721428220790059,0.813308568903686
Castanhal,1502400,PA,0.281854821526448,0.279823883714395,0.271646618792409,0.29065793979984,0.313938762570025,0.334021751688627,0.392306186714537,0.384008910549399,0.391257257928512,0.489180805432459,0.429502103290628,0.457537434521714,0.487326882857007,0.481624367214438,0.497317527303638,0.580602936582318
Inhangapi,1503408,PA,0.305074360379005,0.339064143007361,0.279743408021225,0.370349993064867,0.420052393427006,0.481451298767862,0.52545045045045,0.532150411388213,0.64975845410628,0.75222816399287,0.468523002421308,0.660637635571283,0.613603681334484,0.802170283806344,0.781301257517769,0.745169407746922
Santa Izabel do Pará,1506500,PA,0.300688336161807,0.329940451964261,0.315324307471484,0.31891246324361,0.316479709854748,0.32397511180245,0.343744075094709,0.428557885867386,0.375987562169813,0.357906248543146,0.357431706656132,0.378549507024022,0.397172743456087,0.405881295432212,0.437319679051489,0.686598064075887
Santo Antônio do Tauá,1507003,PA,0.244377363980215,0.269161311242113,0.278629253563557,0.343938228886326,0.324549845373363,0.328691588785047,0.327489927855336,0.385217610993742,0.414939856358401,0.411580972558672,0.3760366182014,0.429504849412966,0.521280309300979,0.612009068358003,0.842357862404139,0.959016393442623
Colares,1502608,PA,0.231485045395884,0.175986433948217,0.233671136890694,0.291830141860574,0.274548863370049,0.329476797489671,0.438493205258731,0.582772838254941,0.459740996801156,0.448494436644804,0.426559429032054,0.488726240113588,0.49751077736059,0.423506704591629,0.397983114446529,0.704336087972871
Curuçá,1502905,PA,0.228054911398711,0.228544210869768,0.285281607477769,0.317164416445843,0.365555690020491,0.407247238011838,0.396826816287087,0.403676201709163,0.431982912212504,0.540800994571584,0.507241584234338,0.509424320294625,0.547218634839088,0.585427545126103,0.624614319273518,0.695290694080558
Terra Alta,1507961,PA,0.315673844135971,0.291001686778253,0.300410103100686,0.393536406947518,0.356711718258005,0.349462365591398,0.569030142120881,0.623515715948778,0.782274741506647,0.351083591331269,0.284736251402918,0.456692913385827,0.9656836461126,0.762769878883623,0.590080971659919,0.412653975363942
Magalhães Barata,1504109,PA,0.266493929206193,0.246439182599623,0.308485047291017,0.291069130354845,0.265324356233447,0.450690909090909,0.469912680334093,0.538657035848047,0.632270916334661,0.627852084972463,0.586887716654107,0.514792899408284,0.728587319243604,0.625552747946936,0.929277331686226,0.996435996435996
Maracanã,1504307,PA,0.202544207035037,0.243569225639743,0.265321934007517,0.316096564989534,0.313904536856522,0.251374916984701,0.319918150746537,0.357971122542807,0.383530508495408,0.425046078230596,0.392203877400617,0.371142754166527,0.55718568837731,0.56111604762751,0.754078529307192,0.579540548269346
Marapanim,1504406,PA,0.270705469522687,0.249951802583382,0.293176283484916,0.315890569566702,0.32851268381424,0.395752852285849,0.402065229247718,0.455712451861361,0.445182113283438,0.49367621865024,0.394783703324348,0.454014686409053,0.457487421702682,0.424252289794678,0.49250502968256,0.664850489073052
Salinópolis,1506203,PA,0.247376103223798,0.308361650624993,0.327903895670762,0.358539090891822,0.372854377175417,0.365361226256093,0.368420000785128,0.507668294657794,0.463504951172209,0.5252949669967,0.503351104341203,0.519585585662217,0.548041716580932,0.699303135888502,0.816767326809932,0.874118437668466
São João de Pirabas,1507474,PA,0.259634419033194,0.242793298970971,0.243574134199134,0.227315344520722,0.213418507303014,0.203487450163103,0.210766288750762,0.257688612387394,0.279327916347332,0.302772463213553,0.287102966841187,0.438916406178174,0.317897128069567,0.482800205606738,0.62263628156035,0.47809303223316
São João da Ponta,1507466,PA,0.22741606676435,0.157301587301587,0.171201952410006,0.236886055618333,0.2513614824245,0.280417200205755,0.270664051555057,0.362487155913688,0.376004947433519,0.373584905660377,0.447752808988764,0.422434815231664,0.442515038020656,0.506430868167203,0.677329192546584,0.696409140369967
São Caetano de Odivelas,1507102,PA,0.246448192977938,0.258680115401167,0.262655763239875,0.360930809105251,0.332422550645128,0.364039734601715,0.405950322607852,0.487963902989284,0.381365813033521,0.481961471103328,0.429191555809584,0.547543688473224,0.589738120630406,0.727097485919991,0.768092372743536,0.846508668681406
Vigia,1508209,PA,0.314581334078979,0.343541908733272,0.353155552491029,0.386184490701572,0.42205390581401,0.47461205597777,0.517178162591718,0.591495385681916,0.567950007820032,0.614575758531155,0.618381598277354,0.617654516339931,0.688699762029153,0.707433413097822,0.747293311768623,0.711263030054501
Augusto Corrêa,1500909,PA,0.228667025674327,0.249394670641072,0.235020653097073,0.268750543280957,0.281247822172834,0.305765252222907,0.334663685538443,0.370290347442534,0.359404658075314,0.355054231115597,0.422448776688245,0.519137329569225,0.563603771357978,0.45179626520385,0.694643225269523,0.504726653874425
Bonito,1501600,PA,0.202552035893803,0.259469429466355,0.261032669996777,0.446358803770016,0.408591004065502,0.350234255829157,0.480494200161856,0.58183092948718,0.522011556518599,0.562889490102579,0.610207403413119,0.603556533296668,0.695335900727428,0.713513678553981,0.814255702280912,0.941363756964712
Bragança,1501709,PA,0.276222583300282,0.286522252757976,0.310078672243257,0.322461939928324,0.348186604136563,0.376836232319329,0.40932897530552,0.425690752345743,0.483637770549752,0.460992222843491,0.449790155847978,0.468085079809157,0.460916904514038,0.507456882008732,0.651645994147878,0.901451110570297
Tracuateua,1508035,PA,0.219883625594003,0.22932833354501,0.257718117155352,0.204286068454594,0.254324837310195,0.241727333109739,0.301653241066119,0.381761910510662,0.347353056207397,0.284890665459795,0.36505911908203,0.396799505996139,0.466133553832818,0.555672752595536,0.592734204307308,0.529405225852013
Capanema,1502202,PA,0.297359076745328,0.325477912258603,0.337787337845789,0.343555267702538,0.364161778243536,0.382688330048541,0.447485311267985,0.495979555612583,0.53801536760749,0.606279374842538,0.458470997679814,0.49131793721244,0.496391634143147,0.502423870379672,0.590242581872647,0.765754835348773
Igarapé-Açu,1503200,PA,0.239458301390866,0.254521703194716,0.3322194582455,0.342801903628792,0.385982841538064,0.424293536857982,0.527883530203844,0.60488773308613,0.525272452299022,0.647292236272499,0.508636282769596,0.55175593627671,0.550234125659085,0.568112028546063,0.628299097813344,0.932551265159961
Nova Timboteua,1505007,PA,0.265902574543511,0.28934455265007,0.376437618992113,0.370500092170753,0.370539245846884,0.468325192662542,0.419119957125169,0.555863808322825,0.455008807985907,0.539144825245053,0.439512259686973,0.542898899587345,0.441773356666974,0.514354066985646,0.840844707700232,NA
Peixe-Boi,1505601,PA,0.188246016861515,0.215384615384615,0.257090000480515,0.328671768002312,0.291424331633996,0.272196211502942,0.375346139271869,0.335806869283139,0.449325747998314,0.605013275730165,0.544850926672039,0.619311943393925,0.836900684931507,0.729175565997437,0.92591059602649,0.664758918071345
Primavera,1506104,PA,0.238010123378678,0.163461538461538,0.175132802124834,0.26819227009239,0.326146159421407,0.30662300428733,0.368025480626017,0.447155401079301,0.481143906191418,0.490559452611985,0.474403927068724,0.470730640677225,0.490113394585301,0.597376916868442,0.631638927799805,0.615140387829534
Quatipuru,1506112,PA,0.166550625567019,0.173875943551034,0.136540875240566,0.179596538961198,0.17429969467888,0.217764661081493,0.516771488469602,0.546879243308406,0.551526063100137,0.580792440019676,0.326465274989964,0.408745155331249,0.37741407746329,0.592289719626168,0.689742054582647,0.522524046322294
Santa Maria do Pará,1506609,PA,0.270969659615948,0.385815922854694,0.435273964419274,0.428885811179029,0.384435019819432,0.429882044560944,0.481271357880015,0.485176540896757,0.674878234445882,0.774212816982724,0.473962172302704,0.468881360185708,0.636193820678437,0.712471025228431,0.72777354013052,0.823229216955781
Santarém Novo,1506906,PA,0.300032964445491,0.331262830973312,0.348925557042102,0.345185185185185,0.291888111888112,0.352221479104413,0.35458409228901,0.368538636761871,0.399978965082036,0.385378448158717,0.481093492143216,0.394350109724071,0.326170858993506,0.277575524206252,0.468389334242993,0.615536932923164
São Francisco do Pará,1507409,PA,0.260032328773833,0.29687803362715,0.332255077897288,0.417247386759582,0.429297117141776,0.425472870080949,0.410004675081814,0.51398768700756,0.488020714773503,0.494888361126008,0.415934273823037,0.477142130689041,0.553623188405797,0.580856643356643,0.681678082191781,0.841586192726526
Abaetetuba,1500107,PA,0.236532998670693,0.26690346413443,0.291375901457052,0.300572306185492,0.300675549604481,0.26828681615258,0.274133310572346,0.324311626706691,0.348641111413988,0.356965677070901,0.433367315709164,0.415614266868485,0.389521112260281,0.463381857595816,0.638021567370862,0.646439584137975
Baião,1501204,PA,0.330695533256003,0.339517078916372,0.378583108085561,0.364077092074035,0.434149542263477,0.457833798389942,0.487117701575533,0.576478308395433,0.557591552867773,0.564987221613728,0.545864388293038,0.688549048862365,0.611479802143446,0.714099264705882,0.769330250561876,0.677704271631982
Cametá,1502103,PA,0.326141517880481,0.341933481211883,0.367578201112482,0.388049013769723,0.3946675074443,0.412417233560091,0.446495838955763,0.485987917042162,0.506097630828675,0.525890165688949,0.5887096003745,0.599618122032617,0.598744445175583,0.614466782815862,0.622238604553059,0.701734446153382
Igarapé-Miri,1503309,PA,0.324822003642025,0.325848936916756,0.322943315602318,0.364165646957956,0.390498334282124,0.367932845224544,0.376683695194177,0.397638490214994,0.389543888626968,0.406315438461081,0.45422958545358,0.522157480895416,0.564762962467791,0.569032049627559,0.521584302986056,0.652189608636977
Limoeiro do Ajuru,1504000,PA,0.35604624085163,0.322778348400867,0.375994845159527,0.390187029390333,0.415185747724736,0.456415546855712,0.489354476418358,0.472823689272416,0.529831229910929,0.53991362175683,0.666674906070793,0.766620572279545,0.695196142165472,0.736880466472303,0.8377,0.801935812531839
Mocajuba,1504604,PA,0.31187233588748,0.291415004748338,0.296936417202538,0.292186732186732,0.346494700212128,0.41077874562607,0.413607730171453,0.503248272788054,0.484907606403788,0.554017573053071,0.51469672327496,0.493601417410659,0.54260588114991,0.654864199014542,0.658752869406622,0.797473421538302
Oeiras do Pará,1505205,PA,0.347779983542091,0.348844162614363,0.326187060663654,0.374899528219465,0.373070190812345,0.402372631876514,0.413153895591652,0.452563202133547,0.452710993201791,0.450787597964771,0.427468735825828,0.530330830622376,0.541805612971384,0.663843931200094,0.733648973632225,0.872582076308784
Acará,1500206,PA,0.269726112032389,0.290274817339908,0.290674733396181,0.330019781348643,0.347629728130701,0.369650777332427,0.411617725283532,0.473762366522241,0.512778629546363,0.533550309271673,0.535646997952425,0.573921480818033,0.608985935897197,0.794598382104858,0.829060571825845,0.839306818107126
Concórdia do Pará,1502756,PA,0.296156957996356,0.305662508788422,0.318108403096274,0.280804345841322,0.326725653246797,0.348225476164785,0.346325689610979,0.464859602489636,0.484391335096243,0.519863874039669,0.511135183944209,0.526126643686965,0.516679228768023,0.577920891431652,0.666818477553676,0.569336978365756
São Domingos do Capim,1507201,PA,0.378645229282424,0.345143285491926,0.343825947981765,0.409772372879879,0.453756862050646,0.439474265218186,0.476558687089284,0.527760968356754,0.546265313585665,0.564620475821358,0.5497125461672,0.589132039890844,0.584949652551536,0.691047342953571,0.795567588648227,0.758524827836172
Moju,1504703,PA,0.315332702320524,0.263546672828695,0.28950248822359,0.28267745594064,0.324265184089549,0.32790769178633,0.336310067316215,0.422306703226155,0.384337961445075,0.418680861687419,0.475261636499937,0.529652732943541,0.586762333379059,0.597658881247678,0.788464737976489,0.765907921953764
Tailândia,1507953,PA,0.241233943431365,0.216272191206957,0.270006631000895,0.28115657031876,0.297897321386203,0.327421841347571,0.347225708016275,0.370691673717507,0.389653084671749,0.345011640215865,0.329090897237485,0.339843299919346,0.369788886151151,0.381315776059808,0.471735789428114,0.504886392153163
Tomé-Açu,1508001,PA,0.252822515832017,0.273811639094484,0.276692734271691,0.273717829686261,0.247071175020123,0.286221537252769,0.352077012823645,0.339547875541226,0.360239967130218,0.398771071722384,0.437905275903227,0.460561836178815,0.534864574583234,0.536618042979366,0.690021585745201,0.768803891644411
Aurora do Pará,1500958,PA,0.216251500100667,0.233843843843844,0.247402193603043,0.357966137783405,0.263814325680166,0.341323109921136,0.400503636762351,0.439089891028126,0.418118803469533,0.433984128983499,0.504910538667101,0.580112007761168,0.668491281273692,0.688451208594449,0.870374762808349,NA
Capitão Poço,1502301,PA,0.306723039531181,0.355295597992403,0.37231420458829,0.409647727541448,0.459398884149453,0.459146113989637,0.544080264088401,0.545850417146282,0.526261593849158,0.549052678632831,0.612588060456124,0.644351545041227,0.707619615782493,0.741388027117086,0.803390153555476,0.802000588408355
Garrafão do Norte,1503077,PA,0.364335216790906,0.391114814389151,0.389790294708327,0.356666377891363,0.381814212894497,0.366902993472879,0.379175956893348,0.478555165259855,0.462609661299278,0.433441016696082,0.45022394406123,0.536525359576079,0.645775402520245,0.650640695759572,0.794524959742351,0.731315569584997
Ipixuna do Pará,1503457,PA,0.196316867098026,0.193739394169494,0.221404951512825,0.211575916673723,0.211695365583846,0.250743897976937,0.28908910550817,0.313042822367289,0.302873866074453,0.311432402421774,0.284971337553425,0.381793360096411,0.368559900682806,0.436460285186514,0.41034498563055,0.762670043710936
Paragominas,1505502,PA,0.211182496181148,0.2397341703967,0.256462299980774,0.271102951360164,0.280567952506492,0.298938751077707,0.340671720725625,0.37870178624308,0.369062300507904,0.386451830562646,0.408106337266872,0.436091057343633,0.456965528580041,0.476501664708186,0.567734936748163,0.562130454927116
Irituia,1503507,PA,0.279110081154687,0.285618787379952,0.289910622491958,0.357468622776976,0.41622986199539,0.435630177786162,0.490665007193379,0.566709306366242,0.582756384808787,0.657932623092427,0.638097956283216,0.81056871543358,0.733185496394805,0.795961422543701,0.757201350133287,0.666844670614166
Mãe do Rio,1504059,PA,0.206917983063884,0.228047587293649,0.239589112919006,0.258451667688824,0.278664067559404,0.339512195121951,0.419553122258376,0.388508208139396,0.444171337987548,0.430162835249042,0.440326527291009,0.583305936884505,0.523488479137898,0.55869590826985,0.425317950553603,0.567438219328613
Nova Esperança do Piriá,1504950,PA,0.230152761457109,0.243686358559092,0.237562444182869,0.311409689489285,0.36085592868439,0.322236545546786,0.30247126662221,0.352315268938213,0.352154806709161,0.36783733372601,0.28410865734274,0.44305373525557,0.500277560083595,0.50520344176604,0.453612325487816,0.481160002141213
Ourém,1505403,PA,0.282629418447999,0.24264516366582,0.273324005715647,0.286982396688007,0.295691968022296,0.498331843908251,0.526973873213533,0.605562732116906,0.651766943638002,0.756064229586607,0.658524737544226,0.626666008490473,0.663430536080677,0.7513504665248,0.807136120716756,0.738838183759281
Santa Luzia do Pará,1506559,PA,0.268042205874456,0.264332278784393,0.371368104678615,0.337186695545006,0.41870257705484,0.380880376344086,0.359165303287544,0.451972589100979,0.523252293169472,0.474472444604043,0.432483834949838,0.419999646774165,0.48188046755959,0.500239438516678,0.421823273982447,0.688095016590691
São Miguel do Guamá,1507607,PA,0.187433236023996,0.205365853658537,0.241542491726712,0.255223649492427,0.250465984305556,0.241534842286436,0.315369568333251,0.379194367529248,0.356572942161745,0.454493790314307,0.430739207771159,0.498712328011691,0.544790865886294,0.590796435272045,0.60299771716929,0.717070023546553
Canaã dos Carajás,1502152,PA,0.132947730202649,0.131509573582462,0.196152814438078,0.232889135887941,0.253361225541755,0.268785815826943,0.308932871976996,0.277806070626655,0.291615609466088,0.276421962641289,0.352235078515218,0.29599839700145,0.27920269792984,0.344490238435079,0.503501945525292,0.523186237441352
Jacareacanga,1503754,PA,0.442512125764218,0.431671184222825,0.389680238162669,0.376998872882251,0.432663132329097,0.455027576002152,0.431687393581482,0.445705521472393,0.580113278791693,0.643747392574051,0.670875554148195,0.679465144230769,0.730202158382733,0.9421888053467,0.821571906354515,0.817533484084189
Medicilândia,1504455,PA,0.239485627836611,0.210445332231762,0.224275724275724,0.244632058886034,0.264489172512829,0.274540336990144,0.29065660263493,0.366153787666712,0.342898341238878,0.490029178717506,0.468591271482983,0.477789200567876,0.513553047943161,0.769033681174175,0.643975546843262,0.600840886038674
Parauapebas,1505536,PA,0.194497166318037,0.201025556011721,0.224155877703747,0.210726135239929,0.232281436910541,0.260525002110999,0.329721303931234,0.356812630682888,0.361237791576377,0.362440838223724,0.354472071838091,0.36884624822174,0.356023446974801,0.448463307573725,0.657867010508412,0.617858190017929
Viseu,1508308,PA,0.279972964541957,0.293761485181171,0.290307004149034,0.283470368756844,0.321370647365846,0.352213357134386,0.403599925597722,0.506977848545585,0.429421899924738,0.493894889062376,0.459535391467622,0.450409962788813,0.455667493176088,0.566002077003755,0.599982212460558,0.945616564015201
Pacajá,1505486,PA,0.281843129011179,0.316489015830868,0.342539070364478,0.344889590805735,0.324812613737021,0.378856954796804,0.409909292225129,0.444602045786654,0.450231341782338,0.444379615822399,0.510495029792801,0.495839257712526,0.504856307003958,0.600283220623085,0.618921961360986,0.610731265890059
Anapu,1500859,PA,0.350549752611325,0.344016605499067,0.353463790112749,0.333924241739052,0.376684881602914,0.398659989460249,0.424107408572619,0.558992140545539,0.480537481230509,0.635367648051405,0.579396954801583,0.532608695652174,0.472858431018936,0.503946672453311,0.681488906100506,0.634323107579522
Cumaru do Norte,1502764,PA,0.250630661621374,0.217547878244031,0.243142280042569,0.22159937638994,0.378630105287516,0.350090122566691,0.269228874106923,0.329069844422377,0.602016927786782,0.654436443959953,0.489218115674593,0.513563049853372,0.501051156271899,0.564994507506408,0.705030763662685,0.708874860750093
Novo Repartimento,1505064,PA,0.321552497452481,0.35348008666547,0.397145405593788,0.385549467916974,0.417055479556164,0.409467802497663,0.394266504119103,0.399248782319678,0.424396367251344,0.486146154281602,0.609396288466056,0.632637197076548,0.64520816022241,0.589896204094565,0.738365190200781,0.837903514056605
Cachoeira do Piriá,1501956,PA,0.298677853259452,0.317626436696596,0.27078321304464,0.315069737117843,0.306993788872687,0.28810648890389,0.404670488438366,0.44327731092437,0.456479762724863,0.391053085429872,0.484021596381147,0.542220574911457,0.654377836611195,0.567179487179487,0.603862014072939,0.728633641807295
Santana do Araguaia,1506708,PA,0.194945073291473,0.20902324374555,0.244789083082184,0.244195053811232,0.33043842552959,0.306811593111601,0.397600791491467,0.501992347517447,0.427151992129857,0.345714164113041,0.372439687795648,0.332053147652011,0.346448431434267,0.389095073924407,0.299300146056475,0.795259860027858
Itaituba,1503606,PA,0.287690487751575,0.318997302796821,0.321285018174523,0.349719226455443,0.336479414555675,0.3681511841615,0.385292696280753,0.405761594955155,0.398186043370172,0.433961942812328,0.428781332064731,0.448829312500717,0.503141246614463,0.545021638317187,0.678297633559722,0.671985779754684
Rurópolis,1506195,PA,0.26898744787689,0.340995623921002,0.25109045697281,0.267343555739743,0.230814091568809,0.316631340963685,0.315109194015444,0.325176121616611,0.400961516705541,0.47300267424369,0.551038812262292,0.581836470517585,0.535387783805505,0.706156310790708,0.736103463512457,0.799665453114238
Marabá,1504208,PA,0.253205808200066,0.258343093243638,0.287223550242298,0.290935417094751,0.32502293362081,0.357829499686724,0.396621866058104,0.405273425306881,0.435537416261111,0.460998009392616,0.455878312522567,0.430748174506015,0.448450189779239,0.492747487670788,0.56325188111647,0.704310608806113
Água Azul do Norte,1500347,PA,0.309414781573404,0.295050379887969,0.260182937296157,0.283436323602529,0.283394009930618,0.257928771040489,0.369558444586484,0.416726811896218,0.385011447367106,0.377936371227014,0.508593434283405,0.402609223300971,0.458494435665535,0.441610272427555,0.412779857593775,0.793283907544701
Senador José Porfírio,1507805,PA,0.286465291974524,0.284158262419132,0.329977203647416,0.353468261955347,0.351018526193634,0.298460373548713,0.381769354241264,0.402437975119191,0.54203515653103,0.482213494909682,0.374409343388533,0.372328162470892,0.563469015961063,0.635120303925707,0.435489182753205,0.434112113501426
Jacundá,1503804,PA,0.207464114832536,0.232269660491488,0.234176164814727,0.203779250949062,0.228416175251406,0.234935240924054,0.232246551007603,0.283643688035478,0.303267352653266,0.357679411415524,0.368355426384065,0.404101494612444,0.432530237058539,0.527820370299383,0.624182183783215,0.475900732463762
Novo Progresso,1505031,PA,0.223782237757226,0.248907796850781,0.242614055372962,0.27520281477116,0.265054361514566,0.324094542565766,0.387380513647357,0.450166504399809,0.425035174111854,0.406786241648854,0.439369952826417,0.510167308232086,0.518762148373296,0.713347191923024,0.518502091683641,0.645293421078174
Redenção,1506138,PA,0.203071499593239,0.212258363652931,0.214616953887143,0.216241085806303,0.255430631656349,0.260807756868924,0.36067994158316,0.51807990282038,0.47073320770223,0.506117858749438,0.520008912655971,0.572643231441362,0.532033479658612,0.590593573543062,0.616261682242991,0.602817923713769
Goianésia do Pará,1503093,PA,0.304065339401192,0.340640486812507,0.338949030371264,0.348956545347254,0.376147564854895,0.339182768298186,0.3889824190362,0.408223049352082,0.396942510387083,0.418117741677364,0.468383325612825,0.416354421577673,0.461861093514926,0.464242821792008,0.520336494616004,0.647417415682204
Breu Branco,1501782,PA,0.237972570173161,0.292506207290545,0.332633259641366,0.383613576359067,0.355635448306192,0.350595520896476,0.466073822494928,0.483128401312114,0.519117552935867,0.566968328224194,0.669917089616307,0.540862806460567,0.54518233739349,0.606025519177031,0.703144138247571,0.71856902183048
Aveiro,1501006,PA,0.351283297527345,0.344138106118304,0.464429030800712,0.409867838720508,0.497963160846834,0.451775304716481,0.513408093612872,0.509330350333045,0.449386084583902,0.549944694971497,0.599064450847225,0.460866526904263,0.492602519431788,0.494951579179047,0.580135009422036,0.609330830767822
Trairão,1508050,PA,0.259230564555258,0.177534478586983,0.24190663050378,0.247485211542504,0.25149581776416,0.2334529109219,0.254963880409883,0.343243906133903,0.367447087469564,0.373378704936628,0.417038839265876,0.454268292682927,0.521197440585009,0.545372866127583,0.733989501312336,NA
São Geraldo do Araguaia,1507458,PA,0.256314707449121,0.293124611559975,0.319306717486568,0.386273883405291,0.376188671461826,0.357919839343988,0.361820652173913,0.431506154706952,0.476916782911787,0.435108818297158,0.46531037455695,0.427484936754319,0.482786490760334,0.400802610500059,0.592392944180109,0.804929208180388
Itupiranga,1503705,PA,0.288066026960187,0.313025728392951,0.364885424373936,0.372301333246148,0.386735325819964,0.404442571412751,0.503041326497641,0.486854535173942,0.496693423152485,0.506315365284602,0.569642158641588,0.583806731763704,0.49126963531644,0.733037725225225,0.871755111417413,0.88343264159989
Altamira,1500602,PA,0.242037602531843,0.269731960478025,0.274595171129243,0.287529483235956,0.297923324855078,0.336849706878949,0.345560434315371,0.449003687471576,0.404685879863006,0.441614143154159,0.461148768813722,0.481293442158549,0.489268506601079,0.618418664268091,0.704923441362133,0.880453679708236
